function name,modifiers,type params,type params number,type params have bound,params number,has block body,has initializer,body length,is top level,is inside class,is inside function,is functional expression,line number,file path
decode stream,internal inline,,0,false,2,true,false,4,true,false,false,false,20,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/Decoder.kt
send packet,public,,0,false,1,true,false,2,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/WebSockets.kt
send packet,public inline,,0,false,1,true,false,2,true,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/WebSockets.kt
packet,public inline,,0,false,0,true,false,3,true,false,false,false,16,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/WebSockets.kt
to ktor,internal,,0,false,0,false,true,4,true,false,false,false,18,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TextDecoder.kt
read array buffer,public,,0,false,1,true,false,9,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TypedArrays.kt
write fully,public,,0,false,3,true,false,5,true,false,false,false,16,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TypedArrays.kt
write fully,public,,0,false,3,true,false,16,true,false,false,false,23,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TypedArrays.kt
read text,public,,0,false,2,false,true,9,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TextDecoders.kt
read text,public,,0,false,3,true,false,10,true,false,false,false,17,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TextDecoders.kt
send packet,public inline,,0,false,1,true,false,2,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/XMLHttpRequest.kt
send packet,public,,0,false,1,true,false,2,true,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/XMLHttpRequest.kt
response packet,public,,0,false,0,false,true,12,true,false,false,false,16,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/XMLHttpRequest.kt
to code point,private,,0,false,0,true,false,7,true,false,false,false,73,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TextDecoderFallback.kt
is ascii,private,,0,false,0,false,true,0,true,false,false,false,82,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/js/TextDecoderFallback.kt
copy to,public actual,,0,false,4,true,false,16,true,false,false,false,123,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
copy to,public actual,,0,false,4,true,false,11,true,false,false,false,141,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
fill,public actual,,0,false,3,true,false,7,true,false,false,false,154,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
fill,public actual,,0,false,3,true,false,5,true,false,false,false,163,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
copy to,public,,0,false,4,true,false,10,true,false,false,false,170,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
copy to,public,,0,false,4,true,false,10,true,false,false,false,182,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
copy to,public,,0,false,4,true,false,9,true,false,false,false,194,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
copy to,public,,0,false,4,true,false,6,true,false,false,false,205,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryJs.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,4,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/ByteOrderJs.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,9,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/ByteOrderJs.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/ByteOrderJs.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/ByteOrderJs.kt
reverse byte order,public actual,,0,false,0,false,true,3,true,false,false,false,24,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/ByteOrderJs.kt
use memory,public actual inline,<R>,1,false,3,true,false,11,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryFactoryJs.kt
of,public,,0,false,3,true,false,7,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryFactoryJs.kt
of,public,,0,false,3,true,false,5,true,false,false,false,28,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryFactoryJs.kt
of,public,,0,false,1,true,false,5,true,false,false,false,35,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryFactoryJs.kt
of,public,,0,false,3,true,false,5,true,false,false,false,42,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryFactoryJs.kt
load short array,public actual,,0,false,4,true,false,23,true,false,false,false,10,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load short array,public actual,,0,false,4,true,false,12,true,false,false,false,35,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load int array,public actual,,0,false,4,true,false,22,true,false,false,false,49,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load int array,public actual,,0,false,4,true,false,12,true,false,false,false,73,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load long array,public actual,,0,false,4,true,false,25,true,false,false,false,87,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load long array,public actual,,0,false,4,true,false,12,true,false,false,false,114,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load float array,public actual,,0,false,4,true,false,22,true,false,false,false,128,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load float array,public actual,,0,false,4,true,false,12,true,false,false,false,152,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load double array,public actual,,0,false,4,true,false,22,true,false,false,false,166,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load double array,public actual,,0,false,4,true,false,12,true,false,false,false,190,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store short array,public actual,,0,false,4,true,false,23,true,false,false,false,204,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store short array,public actual,,0,false,4,true,false,12,true,false,false,false,229,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store int array,public actual,,0,false,4,true,false,22,true,false,false,false,243,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store int array,public actual,,0,false,4,true,false,12,true,false,false,false,267,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store long array,public actual,,0,false,4,true,false,28,true,false,false,false,281,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store long array,public actual,,0,false,4,true,false,12,true,false,false,false,311,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store float array,public actual,,0,false,4,true,false,22,true,false,false,false,325,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store float array,public actual,,0,false,4,true,false,12,true,false,false,false,349,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store double array,public actual,,0,false,4,true,false,22,true,false,false,false,363,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
store double array,public actual,,0,false,4,true,false,12,true,false,false,false,387,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/PrimitiveArraysJs.kt
load short at,public actual inline,,0,false,1,false,true,0,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load short at,public actual inline,,0,false,1,false,true,0,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load int at,public actual inline,,0,false,1,false,true,0,true,false,false,false,10,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load int at,public actual inline,,0,false,1,false,true,0,true,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load long at,public actual inline,,0,false,1,false,true,2,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load long at,public actual inline,,0,false,1,false,true,0,true,false,false,false,18,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load float at,public actual inline,,0,false,1,false,true,0,true,false,false,false,20,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load float at,public actual inline,,0,false,1,false,true,0,true,false,false,false,22,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load double at,public actual inline,,0,false,1,false,true,0,true,false,false,false,24,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
load double at,public actual inline,,0,false,1,false,true,0,true,false,false,false,26,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store int at,public actual inline,,0,false,2,true,false,5,true,false,false,false,28,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store int at,public actual inline,,0,false,2,true,false,5,true,false,false,false,35,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store short at,public actual inline,,0,false,2,true,false,5,true,false,false,false,42,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store short at,public actual inline,,0,false,2,true,false,5,true,false,false,false,49,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store long at,public actual inline,,0,false,2,true,false,6,true,false,false,false,56,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store long at,public actual inline,,0,false,2,true,false,5,true,false,false,false,64,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store float at,public actual inline,,0,false,2,true,false,5,true,false,false,false,71,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store float at,public actual inline,,0,false,2,true,false,5,true,false,false,false,78,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store double at,public actual inline,,0,false,2,true,false,5,true,false,false,false,85,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
store double at,public actual inline,,0,false,2,true,false,5,true,false,false,false,92,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/bits/MemoryPrimitivesJs.kt
as int array,private,,0,false,0,true,false,2,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
discard until delimiter impl,internal actual,,0,false,1,true,false,13,true,false,false,false,9,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
discard until delimiters impl,internal actual,,0,false,2,true,false,14,true,false,false,false,24,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until delimiter impl,internal actual,,0,false,4,true,false,11,true,false,false,false,40,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until delimiters impl,internal actual,,0,false,5,true,false,13,true,false,false,false,53,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until delimiter impl,internal actual,,0,false,2,true,false,2,true,false,false,false,68,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until delimiters impl,internal actual,,0,false,3,true,false,4,true,false,false,false,72,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until impl,private inline,,0,false,4,true,false,22,true,false,false,false,78,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
read until impl,private inline,,0,false,2,true,false,29,true,false,false,false,102,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/ScannerJS.kt
get chars internal,internal actual,,0,false,2,true,false,8,true,false,false,false,41,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/StringsJS.kt
read fully,public,,0,false,3,true,false,9,true,false,false,false,433,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
read fully,public,,0,false,3,true,false,9,true,false,false,false,444,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
read available,public,,0,false,3,true,false,5,true,false,false,false,455,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
read available,public,,0,false,3,true,false,5,true,false,false,false,462,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
write fully,public,,0,false,3,true,false,9,true,false,false,false,469,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
write fully,public,,0,false,3,true,false,9,true,false,false,false,480,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
write direct,public inline,,0,false,1,true,false,8,true,false,false,false,491,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
read direct,public inline,,0,false,1,true,false,8,true,false,false,false,501,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
write direct int array,public inline,,0,false,1,true,false,8,true,false,false,false,511,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
read direct int array,public inline,,0,false,1,true,false,8,true,false,false,false,521,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/IoBufferJS.kt
add suppressed internal,internal actual,,0,false,1,true,false,2,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/CloseableJS.kt
read fully,public,,0,false,3,true,false,9,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read fully,public,,0,false,3,true,false,9,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read fully,public,,0,false,3,true,false,9,true,false,false,false,30,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,public,,0,false,3,true,false,7,true,false,false,false,41,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,public,,0,false,3,true,false,15,true,false,false,false,50,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,public,,0,false,3,true,false,19,true,false,false,false,67,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read fully,internal,,0,false,3,true,false,3,true,false,false,false,88,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read fully,internal,,0,false,3,true,false,11,true,false,false,false,93,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read fully,internal,,0,false,3,true,false,6,true,false,false,false,106,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,internal,,0,false,3,true,false,6,true,false,false,false,114,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,internal,,0,false,3,true,false,6,true,false,false,false,122,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
read available,internal,,0,false,3,true,false,6,true,false,false,false,130,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/core/InputArraysJS.kt
encode to byte array,public actual,,0,false,3,false,true,1,true,false,false,false,32,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
encode impl,internal actual,,0,false,4,true,false,29,true,false,false,false,35,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
encode utf,public actual,,0,false,2,true,false,4,true,false,false,false,66,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
encode complete,internal actual,,0,false,1,false,true,0,true,false,false,false,72,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
decode buffer,internal actual,,0,false,4,true,false,20,true,false,false,false,82,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
decode,public actual,,0,false,3,true,false,60,true,false,false,false,104,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
decode exact bytes,public actual,,0,false,2,true,false,22,true,false,false,false,166,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
decode exact bytes slow,private,,0,false,2,true,false,64,true,false,false,false,204,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/CharsetJS.kt
decode buffer impl,internal,,0,false,2,true,false,16,true,false,false,false,11,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/DecodeBuffer.kt
decode buffer impl slow,private,,0,false,2,true,false,40,true,false,false,false,29,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/charsets/DecodeBuffer.kt
join to,public actual suspend,,0,false,2,true,false,2,true,false,false,false,63,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/ByteChannelJS.kt
copy to,public actual suspend,,0,false,2,true,false,7,true,false,false,false,67,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/ByteChannelJS.kt
prevent freeze,public actual,,0,false,0,true,false,2,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/NativeUtilsJs.kt
make shared,public actual,,0,false,0,true,false,2,true,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/ktor/ktor-master/ktor-io/js/src/io/ktor/utils/io/NativeUtilsJs.kt
